,County Name,State,Date,Cases,Deaths,Series_Complete_Yes,Series_Complete_Pop_Pct,Administered_Dose1_Pop_Pct,Booster_Doses_Vax_Pct
1025269,Henderson County,IL,2021-12-19,862,21,2695,40.6,46.3,34.7
1025270,Henry County,IL,2021-12-19,8071,123,27670,56.6,62.0,39.0
1025271,Iroquois County,IL,2021-12-19,5125,90,12842,47.4,51.2,36.6
1025272,Jackson County,IL,2021-12-19,8828,122,28009,49.4,55.1,38.0
1025273,Jasper County,IL,2021-12-19,1849,25,3858,40.1,44.3,36.3
1025274,Jefferson County,IL,2021-12-19,7272,155,16272,43.2,48.8,34.2
1025275,Jersey County,IL,2021-12-19,4073,78,11491,52.8,56.7,34.1
1025276,Jo Daviess County,IL,2021-12-19,2794,36,15700,73.9,84.4,37.4
1025277,Johnson County,IL,2021-12-19,2605,44,5930,47.8,55.0,29.7
1025278,Kane County,IL,2021-12-19,79387,994,330582,62.1,68.7,32.8
1025279,Kankakee County,IL,2021-12-19,21012,299,52842,48.1,52.8,32.5
1025280,Kendall County,IL,2021-12-19,19578,138,81380,63.1,69.8,29.5
1025281,Knox County,IL,2021-12-19,8378,210,27563,55.5,60.4,38.7
1025282,LaSalle County,IL,2021-12-19,17829,365,60072,55.3,60.5,35.8
1025283,Lake County,IL,2021-12-19,93944,1226,506980,72.8,83.3,32.8
1025284,Lawrence County,IL,2021-12-19,3735,48,6228,39.7,45.6,27.4
1025285,Lee County,IL,2021-12-19,5661,109,19193,56.3,61.5,38.8
1025286,Livingston County,IL,2021-12-19,6956,132,17255,48.4,53.2,38.0
1025287,Logan County,IL,2021-12-19,5803,94,14756,51.6,55.5,31.6
1025288,Macon County,IL,2021-12-19,18495,295,52048,50.0,54.6,32.8
1025289,Macoupin County,IL,2021-12-19,8155,169,23382,52.0,56.9,33.9
1025290,Madison County,IL,2021-12-19,45754,771,151734,57.7,64.2,33.6
1025291,Marion County,IL,2021-12-19,7968,171,15825,42.5,46.2,35.1
1025292,Marshall County,IL,2021-12-19,1746,28,6167,53.9,59.3,39.2
1025293,Mason County,IL,2021-12-19,2544,58,6802,50.9,54.4,34.8
1025294,Massac County,IL,2021-12-19,2514,68,5178,37.6,42.4,27.3
1025295,McDonough County,IL,2021-12-19,4443,86,13904,46.8,51.4,41.4
1025296,McHenry County,IL,2021-12-19,43414,392,193485,62.9,69.2,34.2
1025297,McLean County,IL,2021-12-19,27739,294,104039,60.7,66.0,35.0
1025298,Menard County,IL,2021-12-19,2069,20,6612,54.2,58.6,35.9
1025299,Mercer County,IL,2021-12-19,2585,42,8702,56.4,62.3,39.5
1025300,Monroe County,IL,2021-12-19,5997,107,20220,58.4,64.2,36.3
1025301,Montgomery County,IL,2021-12-19,5794,97,13852,48.8,54.1,35.6
1025302,Morgan County,IL,2021-12-19,5817,130,17503,52.0,56.8,36.4
1025303,Moultrie County,IL,2021-12-19,2814,44,5938,40.9,44.3,37.0
1025304,Ogle County,IL,2021-12-19,9559,114,27369,54.0,59.5,37.8
1025305,Peoria County,IL,2021-12-19,31209,430,103474,57.7,63.1,36.5
1025306,Perry County,IL,2021-12-19,4715,93,9768,46.7,52.7,32.9
1025307,Piatt County,IL,2021-12-19,2715,22,9343,57.2,62.7,41.4
1025308,Pike County,IL,2021-12-19,3352,75,6005,38.6,41.8,33.0
1025309,Pope County,IL,2021-12-19,666,8,1327,31.8,35.5,33.5
1025310,Pulaski County,IL,2021-12-19,1161,18,2013,37.7,44.5,28.5
1025311,Putnam County,IL,2021-12-19,730,7,3128,54.5,59.8,41.9
1025312,Randolph County,IL,2021-12-19,6030,114,15485,48.7,53.8,28.9
1025313,Richland County,IL,2021-12-19,3370,81,6911,44.5,47.9,40.2
1025314,Rock Island County,IL,2021-12-19,22628,443,81143,57.2,67.5,32.7
1025315,Saline County,IL,2021-12-19,4808,98,10659,45.4,50.6,36.3
1025316,Sangamon County,IL,2021-12-19,30149,359,120384,61.8,67.5,39.5
1025317,Schuyler County,IL,2021-12-19,1249,26,3300,48.8,51.5,40.2
1025318,Scott County,IL,2021-12-19,841,8,1960,39.6,42.3,38.1
1025319,Shelby County,IL,2021-12-19,4234,66,8547,39.5,42.5,36.1
1025320,St. Clair County,IL,2021-12-19,41006,693,152690,58.8,66.7,30.0
1025321,Stark County,IL,2021-12-19,988,29,2678,50.1,53.8,40.9
1025322,Stephenson County,IL,2021-12-19,8009,147,25337,56.9,62.7,40.9
1025323,Tazewell County,IL,2021-12-19,24724,424,74190,56.3,60.4,35.7
1025324,Union County,IL,2021-12-19,3470,63,8864,53.2,59.0,36.0
1025325,Vermilion County,IL,2021-12-19,18092,250,32647,43.1,47.9,32.6
1025326,Wabash County,IL,2021-12-19,2333,25,5226,45.4,50.0,35.5
1025327,Warren County,IL,2021-12-19,2820,75,7887,46.8,50.8,40.7
1025328,Washington County,IL,2021-12-19,2345,39,7612,54.8,58.6,35.1
1025329,Wayne County,IL,2021-12-19,3429,68,6098,37.6,40.8,33.0
1025330,White County,IL,2021-12-19,3042,47,6367,47.0,52.6,31.9
1025331,Whiteside County,IL,2021-12-19,9978,242,30267,54.9,60.8,35.4
1025332,Will County,IL,2021-12-19,108402,1308,432728,62.6,69.9,32.5
1025333,Williamson County,IL,2021-12-19,13630,216,34727,52.1,57.6,33.6
1025334,Winnebago County,IL,2021-12-19,51610,670,152832,54.1,60.3,36.7
1025335,Woodford County,IL,2021-12-19,6926,122,20075,52.2,55.7,36.5
1025336,Adams County,IN,2021-12-19,6077,87,11299,31.6,34.4,35.6
1025337,Allen County,IN,2021-12-19,71387,952,188045,49.6,54.7,32.3
1025338,Bartholomew County,IN,2021-12-19,13876,202,46913,56.0,61.6,34.5
1025339,Benton County,IN,2021-12-19,1789,18,3478,39.8,42.2,29.6
1025340,Blackford County,IN,2021-12-19,2362,49,5116,43.5,47.1,34.2
1025341,Boone County,IN,2021-12-19,10376,136,45491,67.1,73.2,33.8
1025342,Brown County,IN,2021-12-19,1887,51,7221,47.8,52.8,37.3
1025343,Carroll County,IN,2021-12-19,3187,46,6612,32.6,35.4,28.7
1025344,Cass County,IN,2021-12-19,8579,138,16134,42.8,47.6,28.3
1025345,Clark County,IN,2021-12-19,21002,295,67614,57.2,64.7,29.3
1025346,Clay County,IN,2021-12-19,4852,66,13919,53.1,58.5,29.6
1025347,Clinton County,IN,2021-12-19,6633,90,14667,45.3,49.9,27.8
1025348,Crawford County,IN,2021-12-19,1779,30,3769,35.6,39.6,30.6
1025349,Daviess County,IN,2021-12-19,5328,123,10526,31.6,34.5,28.3
1025350,DeKalb County,IN,2021-12-19,8456,118,17638,40.6,44.3,34.3
1025351,Dearborn County,IN,2021-12-19,9411,113,28685,58.0,65.2,27.1
1025352,Decatur County,IN,2021-12-19,5004,117,12136,45.7,49.6,33.1
1025353,Delaware County,IN,2021-12-19,17819,328,52426,45.9,50.2,34.0
1025354,Dubois County,IN,2021-12-19,9141,146,23284,54.5,58.9,35.0
1025355,Elkhart County,IN,2021-12-19,42237,591,82874,40.2,44.9,27.6
1025356,Fayette County,IN,2021-12-19,5100,110,8617,37.3,41.0,31.8
1025357,Floyd County,IN,2021-12-19,12525,243,42627,54.3,60.5,33.7
1025358,Fountain County,IN,2021-12-19,4026,70,7182,43.9,48.4,28.2
1025359,Franklin County,IN,2021-12-19,3153,51,8102,35.6,40.0,28.5
1025360,Fulton County,IN,2021-12-19,3833,78,7603,38.1,41.9,34.9
1025361,Gibson County,IN,2021-12-19,7486,125,14957,44.4,49.2,31.6
1025362,Grant County,IN,2021-12-19,13221,270,26153,39.8,44.0,31.9
1025363,Greene County,IN,2021-12-19,4992,108,12391,38.8,42.7,32.2
1025364,Hamilton County,IN,2021-12-19,54177,525,228729,67.7,74.0,35.4
1025365,Hancock County,IN,2021-12-19,14015,200,50247,64.3,69.3,31.5
1025366,Harrison County,IN,2021-12-19,7340,106,19544,48.2,53.8,32.6
1025367,Hendricks County,IN,2021-12-19,27797,422,115866,68.0,74.8,30.2
1025368,Henry County,IN,2021-12-19,9715,182,23782,49.6,53.9,32.5
1025369,Howard County,IN,2021-12-19,17729,339,37028,44.9,49.4,31.2
1025370,Huntington County,IN,2021-12-19,8204,121,17486,47.9,52.2,28.7
1025371,Jackson County,IN,2021-12-19,8282,100,22166,50.1,55.5,28.8
1025372,Jasper County,IN,2021-12-19,6598,101,14924,44.5,49.5,31.1
1025373,Jay County,IN,2021-12-19,3588,58,7462,36.5,40.4,37.0
1025374,Jefferson County,IN,2021-12-19,6435,113,17072,52.8,57.8,34.8
1025375,Jennings County,IN,2021-12-19,4827,71,10537,38.0,42.2,29.9
1025376,Johnson County,IN,2021-12-19,29199,498,87651,55.4,62.5,29.9
1025377,Knox County,IN,2021-12-19,7321,119,17286,47.2,51.6,32.7
1025378,Kosciusko County,IN,2021-12-19,15283,177,30711,38.7,42.6,28.8
1025379,LaGrange County,IN,2021-12-19,4557,95,8631,21.8,23.7,30.9
1025380,LaPorte County,IN,2021-12-19,18256,281,58249,53.0,58.5,31.8
1025381,Lake County,IN,2021-12-19,76729,1353,255687,52.7,58.9,30.6
1025382,Lawrence County,IN,2021-12-19,8505,200,21305,47.0,51.4,31.4
1025383,Madison County,IN,2021-12-19,22484,498,64199,49.5,54.2,32.4
1025384,Marion County,IN,2021-12-19,152389,2386,502972,52.1,58.6,28.5
1025385,Marshall County,IN,2021-12-19,9729,160,19588,42.3,46.9,33.3
1025386,Martin County,IN,2021-12-19,1578,20,4833,47.1,51.7,26.8
1025387,Miami County,IN,2021-12-19,6957,119,14059,39.6,43.9,24.2
1025388,Monroe County,IN,2021-12-19,17398,229,83693,56.4,61.8,34.1
1025389,Montgomery County,IN,2021-12-19,7649,127,16660,43.5,47.6,30.0
1025390,Morgan County,IN,2021-12-19,11041,212,35949,51.0,56.0,28.6
1025391,Newton County,IN,2021-12-19,1954,57,4191,30.0,32.9,28.0
1025392,Noble County,IN,2021-12-19,9854,132,17533,36.7,40.3,28.2
1025393,Ohio County,IN,2021-12-19,968,14,4223,71.9,78.4,34.1
1025394,Orange County,IN,2021-12-19,3523,79,10420,53.0,58.5,32.4
1025395,Owen County,IN,2021-12-19,3759,83,8428,40.5,44.0,31.4
1025396,Parke County,IN,2021-12-19,2612,34,6403,37.8,41.1,30.1
1025397,Perry County,IN,2021-12-19,3095,58,10359,54.0,59.2,36.0
1025398,Pike County,IN,2021-12-19,2680,46,6816,55.0,60.3,29.9
1025399,Porter County,IN,2021-12-19,27236,422,91675,53.8,59.0,34.0
1025400,Posey County,IN,2021-12-19,4282,45,11528,45.3,49.1,35.9
1025401,Pulaski County,IN,2021-12-19,2242,64,5270,42.7,46.7,33.8
1025402,Putnam County,IN,2021-12-19,6767,91,15226,40.5,44.1,27.7
1025403,Randolph County,IN,2021-12-19,4306,114,10539,42.7,48.0,33.2
1025404,Ripley County,IN,2021-12-19,5987,97,12864,45.4,50.0,34.2
1025405,Rush County,IN,2021-12-19,3390,35,7405,44.7,48.7,35.0
1025406,Scott County,IN,2021-12-19,5249,85,9985,41.8,46.0,33.3
1025407,Shelby County,IN,2021-12-19,10054,149,24436,54.6,60.0,28.4
1025408,Spencer County,IN,2021-12-19,3810,51,8607,42.4,46.9,31.8
1025409,St. Joseph County,IN,2021-12-19,52980,696,150478,55.4,61.0,31.3
1025410,Starke County,IN,2021-12-19,3821,79,7993,34.8,38.2,30.5
1025411,Steuben County,IN,2021-12-19,7158,93,15675,45.3,49.6,39.0
1025412,Sullivan County,IN,2021-12-19,3646,58,9742,47.1,51.7,33.4
1025413,Switzerland County,IN,2021-12-19,1570,14,3161,29.4,32.3,32.0
1025414,Tippecanoe County,IN,2021-12-19,32669,295,107083,54.7,60.1,32.8
1025415,Tipton County,IN,2021-12-19,2629,70,6538,43.2,47.1,32.6
1025416,Union County,IN,2021-12-19,1351,18,3304,46.8,52.5,30.4
1025417,Vanderburgh County,IN,2021-12-19,36223,518,99406,54.8,59.9,34.5
1025418,Vermillion County,IN,2021-12-19,2981,60,6903,44.5,49.3,32.0
1025419,Vigo County,IN,2021-12-19,19960,326,50984,47.6,52.3,31.0
1025420,Wabash County,IN,2021-12-19,6634,122,12222,39.4,43.4,31.5
1025421,Warren County,IN,2021-12-19,1473,22,3572,43.2,47.4,28.2
1025422,Warrick County,IN,2021-12-19,12893,202,37668,59.8,65.4,36.2
1025423,Washington County,IN,2021-12-19,4081,58,10745,38.3,42.4,28.6
1025424,Wayne County,IN,2021-12-19,13079,280,30656,46.5,51.5,33.4
1025425,Wells County,IN,2021-12-19,5170,113,11229,39.7,43.5,32.9
1025426,White County,IN,2021-12-19,5086,75,12472,51.7,56.2,31.6
1025427,Whitley County,IN,2021-12-19,7025,67,15379,45.3,49.0,32.1
1025428,Allen County,KS,2021-12-19,2518,26,5235,42.3,47.6,33.9
1025429,Anderson County,KS,2021-12-19,1308,22,3190,40.6,45.7,31.6
1025430,Atchison County,KS,2021-12-19,2837,26,6898,42.9,49.4,32.5
1025431,Barber County,KS,2021-12-19,656,7,1974,44.6,50.0,37.3
1025432,Barton County,KS,2021-12-19,4588,66,10440,40.5,45.1,33.5
1025433,Bourbon County,KS,2021-12-19,2823,44,5063,34.8,38.7,33.8
1025434,Brown County,KS,2021-12-19,1952,40,5419,56.7,63.5,36.2
1025435,Butler County,KS,2021-12-19,12435,140,29973,44.8,51.8,29.5
1025436,Chase County,KS,2021-12-19,449,4,1133,42.8,46.9,43.3
1025437,Chautauqua County,KS,2021-12-19,614,12,1266,39.0,44.2,37.5
1025438,Cherokee County,KS,2021-12-19,3970,78,8576,43.0,50.2,23.3
1025439,Cheyenne County,KS,2021-12-19,501,14,1140,42.9,48.3,36.8
1025440,Clark County,KS,2021-12-19,367,7,875,43.9,48.1,35.1
1025441,Clay County,KS,2021-12-19,1379,31,4366,54.6,59.3,35.8
1025442,Cloud County,KS,2021-12-19,1783,30,3979,45.3,50.8,33.9
1025443,Coffey County,KS,2021-12-19,1525,28,4123,50.4,56.4,29.8
1025444,Comanche County,KS,2021-12-19,351,13,746,43.9,49.2,43.0
1025445,Cowley County,KS,2021-12-19,6714,128,15676,44.9,51.5,32.7
1025446,Crawford County,KS,2021-12-19,7523,104,17357,44.7,50.5,32.3
1025447,Decatur County,KS,2021-12-19,513,13,1092,38.6,41.5,42.7
1025448,Dickinson County,KS,2021-12-19,3410,61,9267,50.2,55.1,25.1
1025449,Doniphan County,KS,2021-12-19,1694,29,3454,45.4,51.9,25.2
1025450,Douglas County,KS,2021-12-19,13705,106,71054,58.1,76.8,36.8
1025451,Edwards County,KS,2021-12-19,469,13,1280,45.7,50.2,37.6
1025452,Elk County,KS,2021-12-19,381,6,809,32.0,35.7,38.3
1025453,Ellis County,KS,2021-12-19,5077,75,13364,46.8,54.1,31.6
1025454,Ellsworth County,KS,2021-12-19,1568,31,3170,52.0,56.1,29.2
1025455,Finney County,KS,2021-12-19,8212,92,15447,42.4,57.1,20.2
1025456,Ford County,KS,2021-12-19,7665,97,13546,40.3,47.3,23.3
1025457,Franklin County,KS,2021-12-19,4421,61,12299,48.1,54.8,30.9
1025458,Geary County,KS,2021-12-19,5202,59,19635,62.0,85.7,13.2
1025459,Gove County,KS,2021-12-19,611,22,1207,45.8,52.0,38.9
1025460,Graham County,KS,2021-12-19,373,12,1700,68.5,72.0,26.6
1025461,Grant County,KS,2021-12-19,1561,30,3148,44.0,49.0,27.4
1025462,Gray County,KS,2021-12-19,955,22,2528,42.2,47.8,32.8
1025463,Greeley County,KS,2021-12-19,229,3,605,49.1,53.1,39.3
1025464,Greenwood County,KS,2021-12-19,1151,16,2810,47.0,50.9,20.7
1025465,Hamilton County,KS,2021-12-19,343,1,975,38.4,44.5,28.1
1025466,Harper County,KS,2021-12-19,1200,24,2429,44.7,49.8,25.6
1025467,Harvey County,KS,2021-12-19,6064,91,15079,43.8,49.9,35.1
1025468,Haskell County,KS,2021-12-19,701,9,1447,36.5,41.4,31.2
1025469,Hodgeman County,KS,2021-12-19,279,10,769,42.9,46.9,20.5
1025470,Jackson County,KS,2021-12-19,2564,20,7882,59.8,66.1,32.1
1025471,Jefferson County,KS,2021-12-19,3097,51,9752,51.2,57.9,36.1
1025472,Jewell County,KS,2021-12-19,620,11,1281,44.5,48.0,42.3
1025473,Johnson County,KS,2021-12-19,88199,963,420092,69.7,87.2,28.9
1025474,Kearny County,KS,2021-12-19,968,16,1924,50.1,57.2,28.3
1025475,Kingman County,KS,2021-12-19,1397,24,3222,45.1,49.6,32.6
1025476,Kiowa County,KS,2021-12-19,454,6,1197,48.4,53.1,35.2
1025477,Labette County,KS,2021-12-19,4253,62,9191,46.8,52.3,30.7
1025478,Lane County,KS,2021-12-19,221,8,614,40.0,44.7,41.2
1025479,Leavenworth County,KS,2021-12-19,11833,135,46130,56.4,66.0,22.0
1025480,Lincoln County,KS,2021-12-19,430,6,1238,41.8,45.6,40.0
1025481,Linn County,KS,2021-12-19,1857,21,3262,33.6,37.5,31.1
1025482,Logan County,KS,2021-12-19,577,9,1245,44.6,49.2,34.5
1025483,Lyon County,KS,2021-12-19,6340,96,17948,54.1,60.0,30.2
1025484,Marion County,KS,2021-12-19,2095,35,5496,46.2,52.5,38.2
1025485,Marshall County,KS,2021-12-19,1931,32,5906,60.8,66.4,42.3
1025486,McPherson County,KS,2021-12-19,5251,98,15106,52.9,58.6,35.5
1025487,Meade County,KS,2021-12-19,787,14,1544,38.3,49.8,21.1
1025488,Miami County,KS,2021-12-19,5050,69,15462,45.2,51.1,31.7
1025489,Mitchell County,KS,2021-12-19,915,17,3053,51.1,54.0,40.8
1025490,Montgomery County,KS,2021-12-19,5923,120,13735,43.2,49.9,29.2
1025491,Morris County,KS,2021-12-19,950,22,2991,53.2,59.0,41.3
1025492,Morton County,KS,2021-12-19,474,9,1010,39.0,44.5,25.5
1025493,Nemaha County,KS,2021-12-19,2380,56,5189,50.7,54.6,40.4
1025494,Neosho County,KS,2021-12-19,3255,53,4105,25.6,31.7,39.6
1025495,Ness County,KS,2021-12-19,566,17,1369,49.8,55.3,31.9
1025496,Norton County,KS,2021-12-19,1644,32,2719,50.7,52.0,35.9
1025497,Osage County,KS,2021-12-19,2449,39,7664,48.1,53.6,34.5
1025498,Osborne County,KS,2021-12-19,555,15,1379,40.3,44.5,39.6
1025499,Ottawa County,KS,2021-12-19,885,14,2217,38.9,43.3,29.8
1025500,Pawnee County,KS,2021-12-19,1620,20,3241,50.5,54.8,39.1
1025501,Phillips County,KS,2021-12-19,1055,28,2190,41.8,45.9,34.3
1025502,Pottawatomie County,KS,2021-12-19,3464,44,9169,37.6,43.0,36.4
1025503,Pratt County,KS,2021-12-19,1435,27,4235,46.2,52.7,34.6
1025504,Rawlins County,KS,2021-12-19,582,7,1021,40.4,44.6,38.0
1025505,Reno County,KS,2021-12-19,13493,173,29237,47.2,52.5,25.1
1025506,Republic County,KS,2021-12-19,976,14,2293,49.5,52.6,33.4
1025507,Rice County,KS,2021-12-19,1732,16,3946,41.4,46.6,30.4
1025508,Riley County,KS,2021-12-19,8502,61,26915,36.3,40.6,39.2
1025509,Rooks County,KS,2021-12-19,956,13,2251,45.8,49.8,31.2
1025510,Rush County,KS,2021-12-19,586,16,1458,48.0,53.3,21.9
1025511,Russell County,KS,2021-12-19,1420,33,2816,41.1,45.6,31.9
1025512,Saline County,KS,2021-12-19,9727,185,25650,47.3,53.3,33.5
1025513,Scott County,KS,2021-12-19,934,31,2165,44.9,49.8,28.1
1025514,Sedgwick County,KS,2021-12-19,92138,1073,252698,49.0,60.9,29.1
1025515,Seward County,KS,2021-12-19,5259,53,9084,42.4,58.0,16.5
1025516,Shawnee County,KS,2021-12-19,29524,476,101835,57.6,65.4,35.3
1025517,Sheridan County,KS,2021-12-19,595,16,854,33.9,37.6,37.2
1025518,Sherman County,KS,2021-12-19,1159,13,2465,41.7,45.7,33.8
1025519,Smith County,KS,2021-12-19,489,3,1538,42.9,46.3,38.0
1025520,Stafford County,KS,2021-12-19,832,19,1815,43.7,48.7,36.7
1025521,Stanton County,KS,2021-12-19,332,7,957,47.7,53.1,26.2
1025522,Stevens County,KS,2021-12-19,1034,15,1916,34.9,40.5,28.8
1025523,Sumner County,KS,2021-12-19,3881,62,9342,40.9,46.3,29.7
1025524,Thomas County,KS,2021-12-19,1789,23,3067,39.4,43.8,36.0
1025525,Trego County,KS,2021-12-19,547,8,1068,38.1,40.3,35.8
1025526,Wabaunsee County,KS,2021-12-19,1159,18,3110,44.9,49.0,40.9
1025527,Wallace County,KS,2021-12-19,336,5,546,36.0,37.6,37.0
1025528,Washington County,KS,2021-12-19,967,17,2722,50.4,55.5,42.1
1025529,Wichita County,KS,2021-12-19,343,8,1019,48.1,51.5,34.4
1025530,Wilson County,KS,2021-12-19,1801,34,3497,41.0,45.1,30.1
1025531,Woodson County,KS,2021-12-19,507,10,1266,40.3,45.5,37.2
1025532,Wyandotte County,KS,2021-12-19,30618,372,85737,51.8,61.8,21.3
1025533,Adair County,KY,2021-12-19,3864,85,7038,36.7,41.0,32.0
1025534,Allen County,KY,2021-12-19,4181,78,7942,37.3,41.3,30.0
1025535,Anderson County,KY,2021-12-19,3998,56,11814,51.9,60.3,32.2
1025536,Ballard County,KY,2021-12-19,808,25,2821,35.8,39.7,41.7
1025537,Barren County,KY,2021-12-19,8973,175,19073,43.1,48.5,32.1
1025538,Bath County,KY,2021-12-19,1963,34,6293,50.3,55.8,32.9
1025539,Bell County,KY,2021-12-19,6107,117,11328,43.5,49.7,26.4
1025540,Boone County,KY,2021-12-19,23256,226,77780,58.2,65.9,29.5
1025541,Bourbon County,KY,2021-12-19,3694,42,10605,53.6,61.5,33.1
1025542,Boyd County,KY,2021-12-19,9630,125,21563,46.2,53.0,30.7
1025543,Boyle County,KY,2021-12-19,5790,112,16246,54.0,61.7,37.6
1025544,Bracken County,KY,2021-12-19,1411,19,3703,44.6,49.0,34.8
1025545,Breathitt County,KY,2021-12-19,2216,43,6188,49.0,55.2,30.2
1025546,Breckinridge County,KY,2021-12-19,3332,49,8355,40.8,46.2,36.7
1025547,Bullitt County,KY,2021-12-19,13440,155,34646,42.4,47.8,30.2
1025548,Butler County,KY,2021-12-19,2591,43,5450,42.3,46.3,33.0
1025549,Caldwell County,KY,2021-12-19,2623,53,6206,48.7,54.5,31.4
1025550,Calloway County,KY,2021-12-19,5493,66,16740,42.9,49.4,31.2
1025551,Campbell County,KY,2021-12-19,14112,118,55655,59.5,68.4,31.9
1025552,Carlisle County,KY,2021-12-19,719,12,1854,38.9,42.6,31.6
1025553,Carroll County,KY,2021-12-19,2245,33,4644,43.7,49.7,31.1
1025554,Carter County,KY,2021-12-19,5205,73,12310,45.9,52.4,32.7
1025555,Casey County,KY,2021-12-19,2943,61,5479,33.9,38.5,30.3
1025556,Christian County,KY,2021-12-19,11048,170,22538,32.0,36.6,24.5
1025557,Clark County,KY,2021-12-19,5981,48,18577,51.2,58.3,33.5
1025558,Clay County,KY,2021-12-19,5281,65,8281,41.6,46.7,22.0
1025559,Clinton County,KY,2021-12-19,2441,40,3925,38.4,44.6,28.3
1025560,Crittenden County,KY,2021-12-19,1409,37,3445,39.1,43.6,29.2
1025561,Cumberland County,KY,2021-12-19,1477,19,2763,41.8,45.8,31.8
1025562,Daviess County,KY,2021-12-19,19395,299,51966,51.2,56.8,37.4
1025563,Edmonson County,KY,2021-12-19,1693,34,4003,32.9,36.5,32.7
1025564,Elliott County,KY,2021-12-19,1448,13,2539,33.8,37.4,36.6
1025565,Estill County,KY,2021-12-19,2581,35,6843,48.5,54.2,32.2
1025566,Fayette County,KY,2021-12-19,55864,464,202010,62.5,73.6,34.7
1025567,Fleming County,KY,2021-12-19,2491,41,7102,48.7,53.8,35.7
1025568,Floyd County,KY,2021-12-19,7859,142,19495,54.8,60.7,31.5
1025569,Franklin County,KY,2021-12-19,8072,108,29711,58.3,65.4,37.9
1025570,Fulton County,KY,2021-12-19,858,22,3290,55.1,65.2,20.2
1025571,Gallatin County,KY,2021-12-19,1433,44,3457,39.0,42.6,29.8
1025572,Garrard County,KY,2021-12-19,3080,56,8016,45.4,50.8,32.5
1025573,Grant County,KY,2021-12-19,4908,41,11498,45.9,50.3,30.7
1025574,Graves County,KY,2021-12-19,7756,135,15896,42.7,48.1,31.6
1025575,Grayson County,KY,2021-12-19,5226,101,12711,48.1,54.1,34.1
1025576,Green County,KY,2021-12-19,2604,35,4486,41.0,45.0,33.2
1025577,Greenup County,KY,2021-12-19,7333,103,17456,49.7,58.1,31.0
1025578,Hancock County,KY,2021-12-19,1611,18,4879,55.9,63.3,37.1
1025579,Hardin County,KY,2021-12-19,20232,332,62782,56.6,65.6,25.6
1025580,Harlan County,KY,2021-12-19,6158,149,11436,44.0,49.7,31.0
1025581,Harrison County,KY,2021-12-19,3860,55,8923,47.2,52.6,35.7
1025582,Hart County,KY,2021-12-19,3913,77,6396,33.6,37.6,33.1
1025583,Henderson County,KY,2021-12-19,8747,129,21643,47.9,55.0,29.7
1025584,Henry County,KY,2021-12-19,2986,36,8153,50.6,57.1,30.8
1025585,Hickman County,KY,2021-12-19,595,22,1533,35.0,38.8,30.7
1025586,Hopkins County,KY,2021-12-19,9290,218,21727,48.6,53.9,34.3
1025587,Jackson County,KY,2021-12-19,2994,55,4562,34.2,38.2,29.5
1025588,Jefferson County,KY,2021-12-19,131504,1774,462122,60.3,70.1,34.0
1025589,Jessamine County,KY,2021-12-19,9067,110,27366,50.6,58.6,31.8
1025590,Johnson County,KY,2021-12-19,4075,75,10616,47.8,54.1,29.6
1025591,Kenton County,KY,2021-12-19,27073,306,94921,56.8,64.6,30.9
1025592,Knott County,KY,2021-12-19,2601,44,6775,45.8,50.7,35.3
1025593,Knox County,KY,2021-12-19,7844,104,10756,34.5,38.5,26.5
1025594,Laurel County,KY,2021-12-19,13705,173,23366,38.4,43.0,27.8
1025595,Lawrence County,KY,2021-12-19,3088,46,6956,45.4,52.0,30.9
1025596,Lee County,KY,2021-12-19,1848,39,3503,47.3,51.9,31.6
1025597,Leslie County,KY,2021-12-19,2394,35,4854,49.1,56.6,28.6
1025598,Letcher County,KY,2021-12-19,4378,83,10918,50.7,55.5,35.6
1025599,Lewis County,KY,2021-12-19,2979,65,4828,36.4,41.1,29.3
1025600,Lincoln County,KY,2021-12-19,4623,105,9499,38.7,43.4,29.9
1025601,Livingston County,KY,2021-12-19,1589,47,4294,46.7,52.4,29.8
1025602,Logan County,KY,2021-12-19,5452,97,13036,48.1,54.2,32.7
1025603,Lyon County,KY,2021-12-19,2076,29,4621,56.3,63.1,40.3
1025604,Madison County,KY,2021-12-19,18002,209,42072,45.2,51.0,30.4
1025605,Magoffin County,KY,2021-12-19,2568,34,5884,48.4,55.0,34.9
1025606,Marion County,KY,2021-12-19,4358,59,9100,47.2,52.8,35.5
1025607,Marshall County,KY,2021-12-19,5371,85,15912,51.2,58.0,33.2
